person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
37,250000,2.0,34000,14.79,0,0.14,0,16,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,40000,2.0,10000,11.83,0,0.25,0,3,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30,43000,4.0,8000,16.49,0,0.19,0,5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
35,23000,13.0,6500,8.63,0,0.28,0,6,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
22,42000,6.0,6000,12.99,0,0.14,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
35,120000,4.0,12000,10.99,0,0.1,0,5,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
33,92000,18.0,12000,5.79,0,0.13,0,5,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
21,35000,5.0,6500,13.43,0,0.19,0,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,80000,8.0,24000,14.35,0,0.3,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
22,48000,7.0,7200,12.69,0,0.15,0,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
22,47000,6.0,3000,5.42,0,0.06,0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
22,70000,2.0,6000,5.42,0,0.09,0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
39,108000,3.0,12000,6.99,1,0.11,0,13,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
28,81000,0.0,5000,12.53,0,0.06,0,9,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
43,19440,1.0,7500,9.01,1,0.39,0,11,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
30,49641,9.0,8400,13.11,0,0.17,1,6,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
22,48000,3.0,6700,11.99,0,0.14,0,3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
23,36000,1.0,5000,13.22,0,0.14,0,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
26,75000,7.0,10000,7.49,0,0.13,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
26,40000,5.0,6000,10.62,0,0.15,0,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24,22320,4.0,1000,16.32,1,0.04,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
30,35576,14.0,19000,13.72,1,0.53,0,7,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
22,47000,6.0,24000,10.37,1,0.51,0,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
25,35000,2.0,6400,10.99,0,0.18,0,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26,48000,4.0,3000,10.14,0,0.06,0,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
31,78000,0.0,18000,18.79,1,0.23,0,9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
25,48000,7.0,15000,10.25,0,0.31,0,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
27,102000,1.0,16000,11.99,0,0.16,0,5,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
22,31356,0.0,3000,7.68,0,0.1,0,4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
33,77000,9.0,12000,7.29,0,0.16,0,10,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
26,58000,2.0,3000,6.92,0,0.05,0,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
30,42000,2.0,5000,10.99,0,0.12,0,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
32,21360,1.0,1800,12.99,0,0.08,0,8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
24,45336,8.0,10000,5.99,0,0.22,0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
25,42000,9.0,12000,9.91,0,0.29,0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
32,50000,0.0,3775,6.17,0,0.08,0,8,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
25,71328,3.0,25000,14.96,0,0.35,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
24,70000,2.0,6000,15.23,0,0.09,1,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
28,59000,2.0,14000,10.36,0,0.24,0,7,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
29,83004,3.0,4500,11.49,0,0.05,0,10,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
30,37600,2.0,15000,13.06,1,0.4,1,10,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
22,31875,3.0,7500,13.11,0,0.24,0,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
26,60000,6.0,5000,9.99,0,0.08,0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
41,55000,17.0,9000,5.99,0,0.16,0,17,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
22,47000,6.0,19200,12.29,1,0.41,1,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
25,84000,8.0,6000,10.62,0,0.07,0,4,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
28,31200,3.0,3600,6.39,0,0.12,0,7,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
30,34000,0.0,4000,10.95,0,0.12,0,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
27,115000,2.0,1000,5.99,0,0.01,0,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
28,42000,1.0,3200,16.32,1,0.08,1,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
24,39000,0.0,7000,7.49,1,0.18,0,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,113000,2.0,22400,7.49,0,0.2,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
23,50000,7.0,4800,10.37,0,0.1,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
31,45000,5.0,14000,7.91,1,0.31,0,8,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
27,40000,9.0,2000,10.75,0,0.05,0,6,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
22,53000,7.0,2500,7.4,0,0.05,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
22,62000,5.0,9000,10.0,0,0.15,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
32,38000,16.0,10000,10.37,0,0.26,0,6,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
25,150000,2.0,8750,7.74,0,0.06,0,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
25,79000,9.0,14500,11.48,0,0.18,0,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
29,67992,0.0,2000,7.43,0,0.03,0,7,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
58,100000,6.0,6000,5.42,0,0.06,0,19,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
28,103992,3.0,18000,10.99,0,0.17,0,7,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
22,46000,3.0,11000,10.59,0,0.24,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
29,62000,4.0,3000,14.84,0,0.05,0,7,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
24,15000,8.0,4200,13.11,1,0.28,1,2,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
24,60000,3.0,22000,14.26,1,0.37,1,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
25,25716,1.0,9250,6.54,1,0.36,0,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
26,63400,0.0,20000,9.62,0,0.32,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,98400,4.0,16525,15.28,0,0.17,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
28,24000,0.0,10000,12.87,1,0.42,1,10,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
33,30000,2.0,17975,8.49,1,0.6,0,8,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
27,26004,7.0,6000,7.14,0,0.23,0,5,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
24,34000,0.0,8000,16.49,1,0.24,1,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
34,35000,9.0,8000,10.99,0,0.23,0,10,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
34,138000,0.0,21000,18.79,1,0.15,0,10,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
40,32000,19.0,9600,9.88,0,0.3,0,14,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
31,45000,8.0,7500,10.62,0,0.17,0,5,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
22,52000,6.0,6000,10.99,1,0.12,1,3,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
24,95000,3.0,12000,7.88,0,0.13,0,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
23,114000,7.0,8000,12.68,0,0.07,0,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
47,47000,9.0,7500,6.62,0,0.16,0,13,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
23,39996,2.0,18000,9.25,1,0.45,0,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
25,45000,4.0,8000,10.38,0,0.18,0,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
27,130000,3.0,24000,10.99,0,0.18,0,10,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
26,60000,0.0,9000,10.59,0,0.15,0,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
42,52400,14.0,21000,10.38,0,0.4,0,13,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
29,150000,14.0,12000,5.42,0,0.08,0,9,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
28,45000,0.0,3675,10.99,0,0.08,0,6,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
32,40000,12.0,9000,10.59,0,0.23,0,7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
27,235000,5.0,28000,15.96,0,0.12,0,5,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
32,60000,3.0,2375,11.83,0,0.04,0,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
23,78000,7.0,30000,18.62,1,0.38,1,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
24,90000,8.0,24000,17.56,0,0.27,0,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
41,45600,18.0,5000,6.17,0,0.11,0,14,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
27,129996,2.0,12800,14.84,1,0.1,1,7,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
25,60000,3.0,10000,11.49,0,0.17,0,4,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24,17616,0.0,2000,10.37,0,0.11,0,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
26,55000,1.0,10000,10.0,0,0.18,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,19200,5.0,4000,7.51,1,0.21,0,4,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21,26400,0.0,2400,14.79,0,0.09,1,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
22,72000,6.0,12000,12.99,0,0.17,1,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
22,115200,0.0,7000,7.66,0,0.06,0,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
23,92000,7.0,12000,6.62,0,0.13,0,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
53,85000,2.0,8000,7.74,0,0.09,0,28,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
33,75000,17.0,12000,10.99,0,0.16,1,10,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,28800,5.0,8000,10.99,0,0.28,0,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
54,39000,4.0,20000,10.71,0,0.51,0,19,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
28,90000,12.0,5000,14.79,0,0.06,1,8,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
24,56000,0.0,12800,10.99,0,0.23,0,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
29,42000,0.0,15000,14.25,1,0.36,0,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
30,42000,0.0,2250,8.88,0,0.05,0,8,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
23,90000,5.0,15000,6.03,0,0.17,0,3,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
32,28600,3.0,6700,10.37,0,0.23,0,9,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
27,59004,8.0,24250,11.49,0,0.41,0,9,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
22,100000,2.0,15000,11.99,0,0.15,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
23,42000,3.0,1500,10.71,0,0.04,0,2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
24,12960,1.0,3650,9.91,1,0.28,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
27,90000,7.0,10000,14.27,0,0.11,1,8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
22,55000,6.0,3250,13.49,0,0.06,1,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
28,62496,1.0,13000,10.37,0,0.21,0,8,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
28,74000,12.0,10000,11.71,0,0.14,0,8,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
22,54800,7.0,8000,10.99,0,0.15,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
34,60500,3.0,11200,15.62,1,0.19,1,10,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
23,75000,3.0,23575,14.5,1,0.31,0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
43,64000,6.0,15000,7.88,0,0.23,0,17,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26,74400,10.0,15000,6.54,0,0.2,0,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,48562,4.0,3500,8.0,0,0.07,0,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
29,65000,2.0,4800,10.99,0,0.07,0,5,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
34,42000,5.0,5500,7.66,0,0.13,0,7,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
23,46852,3.0,6800,10.65,1,0.15,0,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
34,140000,13.0,4000,7.88,0,0.03,0,7,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
27,92300,6.0,17500,17.93,0,0.19,0,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
27,44000,3.0,5700,13.23,0,0.13,1,9,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
24,50000,0.0,11200,13.85,0,0.22,1,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
39,42000,0.0,11000,13.55,1,0.26,0,12,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
30,102489,14.0,25000,12.18,0,0.24,0,7,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
25,36000,9.0,6000,14.72,0,0.17,0,2,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
44,80000,28.0,25000,15.33,0,0.31,1,17,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
27,21000,5.0,4000,11.49,0,0.19,0,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
33,54000,17.0,15000,11.86,1,0.28,0,7,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
26,55000,10.0,6000,5.42,0,0.11,0,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
32,71000,10.0,14000,6.99,0,0.2,0,8,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
27,78000,5.0,9600,17.14,0,0.12,1,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
24,50000,4.0,14400,10.99,0,0.29,0,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
22,59000,6.0,12000,10.37,0,0.2,0,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
22,60612,6.0,5300,10.99,0,0.09,0,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
27,41000,3.0,10000,8.59,0,0.24,0,8,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
36,44004,1.0,1800,10.0,1,0.04,0,13,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,130000,7.0,25000,11.49,0,0.19,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
25,54300,0.0,8000,6.92,0,0.15,0,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
28,45000,5.0,15000,15.99,0,0.33,1,8,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
23,120000,7.0,10000,7.51,0,0.08,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
24,87000,8.0,25000,14.84,0,0.29,0,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
23,75000,2.0,7000,6.0,0,0.09,0,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
25,55000,9.0,3600,8.9,0,0.07,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
31,24000,0.0,4000,6.76,0,0.17,0,9,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
26,51600,10.0,14000,10.37,1,0.27,0,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
25,35000,9.0,7200,8.9,0,0.21,0,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
29,56033,7.0,16000,14.65,0,0.29,0,6,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
27,110000,3.0,4800,7.74,0,0.04,0,7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26,44000,5.0,4600,13.99,1,0.1,0,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
26,90000,2.0,25000,11.09,0,0.28,0,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
21,34000,5.0,7800,13.79,1,0.23,0,2,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
28,103832,12.0,24000,16.69,0,0.23,0,5,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
24,42856,8.0,16000,8.9,1,0.37,0,3,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
39,32400,3.0,7000,10.99,0,0.22,0,16,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
40,63000,2.0,13050,11.48,0,0.21,0,15,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
31,52000,15.0,15200,12.21,0,0.29,0,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
23,50508,8.0,7500,10.83,0,0.15,0,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
42,39996,2.0,2500,5.42,0,0.06,0,12,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,60000,6.0,7000,12.99,0,0.12,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
25,37596,3.0,12000,11.99,0,0.32,0,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
25,60000,1.0,8000,5.42,0,0.13,0,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
27,126000,11.0,5500,7.51,0,0.04,0,9,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
30,65000,3.0,9000,12.42,0,0.14,0,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
26,27600,0.0,4725,6.54,0,0.17,0,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
48,30000,21.0,2100,12.42,0,0.07,0,14,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
24,120000,5.0,15000,10.99,0,0.13,0,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
22,29244,0.0,3000,13.3,1,0.1,1,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
24,91700,1.0,6500,9.88,0,0.07,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
22,58000,3.0,15000,13.79,0,0.26,1,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
38,25000,1.0,1000,8.0,0,0.04,0,16,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
22,60000,7.0,15000,16.49,0,0.25,1,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30,56004,9.0,9600,5.99,0,0.17,0,6,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
28,30000,4.0,3900,11.99,0,0.13,0,9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
27,29000,2.0,10000,12.69,1,0.34,0,10,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
29,450000,4.0,25000,15.37,0,0.06,0,7,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
24,65000,6.0,3500,6.76,0,0.05,0,4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36,40000,2.0,6000,10.99,0,0.15,0,15,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,35000,5.0,11200,10.36,1,0.32,0,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
33,36500,4.0,8500,10.99,0,0.23,0,8,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
30,72000,5.0,7500,9.76,1,0.1,0,9,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
33,71000,4.0,5300,11.49,0,0.07,0,9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22,160000,6.0,20000,7.49,0,0.13,0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
24,29000,0.0,6250,10.99,0,0.22,0,2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
24,36000,2.0,2500,16.77,1,0.07,0,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
34,23000,2.0,2500,10.99,0,0.11,0,9,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
23,102000,0.0,30000,16.77,0,0.29,1,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
33,95000,17.0,3600,8.49,0,0.04,0,10,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
35,52000,2.0,3000,11.48,0,0.06,0,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
26,34000,5.0,7500,7.9,0,0.22,0,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
23,48000,6.0,4800,7.9,0,0.1,0,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
22,72060,7.0,5500,11.71,0,0.08,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,50000,7.0,8500,15.7,0,0.17,0,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
33,35000,2.0,6000,5.42,0,0.17,0,10,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
28,55704,12.0,8400,7.51,0,0.15,0,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
24,75000,7.0,12000,13.49,0,0.16,1,4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
24,88000,2.0,15000,9.99,1,0.17,0,4,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
24,23500,2.0,7000,10.38,0,0.3,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
28,60000,10.0,10500,15.27,0,0.17,1,6,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
22,34000,5.0,7200,7.9,0,0.21,0,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
25,110000,0.0,7000,9.88,0,0.06,0,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
24,80000,6.0,16000,7.88,0,0.2,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21,41000,5.0,7000,5.79,0,0.17,0,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
28,84000,1.0,3000,15.99,1,0.04,1,6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
24,83000,6.0,15000,6.91,0,0.18,0,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29,82000,5.0,20000,10.99,0,0.24,0,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
38,65000,5.0,15000,10.36,0,0.23,0,17,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,70000,4.0,15000,13.16,1,0.21,1,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
22,32484,6.0,6250,7.51,1,0.19,0,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
24,67000,2.0,16000,12.69,0,0.24,0,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
22,33000,1.0,5000,10.25,0,0.15,0,4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
23,60000,4.0,10000,10.99,0,0.17,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
29,15000,0.0,2200,13.48,1,0.15,0,10,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
24,110000,8.0,5600,12.98,0,0.05,1,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
32,204000,16.0,25000,11.12,0,0.12,0,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
34,18000,0.0,6000,10.99,1,0.33,0,7,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
